"carat";"color";"x";"y";"z";"price"
0,33;"D";4,39;4,41;2,76;492
0,33;"D";4,39;4,42;2,75;492
0,33;"D";4,41;4,44;2,76;492
0,33;"D";4,45;4,48;2,72;492
0,33;"D";4,4;4,43;2,8;492
0,33;"D";4,48;4,5;2,67;492
0,33;"D";4,45;4,49;2,74;492
0,33;"D";4,39;4,42;2,79;492
0,33;"D";4,41;4,42;2,72;492
0,4;"E";4,77;4,81;2,92;1106
0,4;"E";4,71;4,74;2,96;1106
0,4;"E";4,71;4,74;2,9;1106
0,4;"E";4,73;4,77;2,97;1106
0,5;"F";5,06;4,98;3,17;1106
0,5;"F";5,08;5,04;3,2;1106
0,39;"F";4,72;4,75;2,88;1107
0,43;"E";4,92;4,9;2,97;1107
0,32;"D";4,41;4,45;2,73;1107
0,34;"E";4,49;4,5;2,78;1107
0,41;"F";4,81;4,76;2,92;1107
0,41;"F";4,8;4,78;2,96;1107
0,41;"F";4,83;4,78;2,95;1107
0,41;"F";4,84;4,79;2,94;1107
0,41;"F";4,84;4,79;2,95;1107
0,41;"F";4,81;4,8;2,92;1107
0,41;"F";4,83;4,8;2,94;1107
0,41;"F";4,85;4,8;2,91;1107
0,41;"F";4,84;4,81;2,91;1107
0,41;"F";4,88;4,82;2,91;1107
0,41;"F";4,79;4,76;2,99;1107
0,41;"F";4,79;4,76;2,95;1107
0,41;"F";4,77;4,74;2,93;1107
0,41;"F";4,78;4,74;2,9;1107
0,41;"F";4,79;4,74;2,96;1107
0,41;"F";4,77;4,75;2,97;1107
0,41;"F";4,78;4,75;2,97;1107
0,41;"F";4,79;4,75;2,95;1107
0,41;"F";4,81;4,75;2,99;1107
0,41;"F";4,76;4,74;3;1107
0,41;"F";4,76;4,74;2,94;1107
0,41;"F";4,78;4,73;2,98;1107
0,41;"F";4,73;4,69;2,96;1107
0,41;"F";4,74;4,71;2,96;1107
0,41;"F";4,78;4,72;2,98;1107
0,41;"F";4,76;4,73;2,98;1107
0,41;"F";4,78;4,73;2,94;1107
0,31;"E";4,34;4,3;2,69;1107
0,37;"D";4,57;4,65;2,87;1108
0,51;"D";5,07;5,14;3,14;1108
0,42;"D";4,75;4,85;3;1109
0,46;"F";5,11;5,05;2,87;1109
0,32;"E";4,43;4,39;2,75;1109
0,34;"D";4,56;4,51;2,76;1109
0,51;"D";5,24;5,2;3,14;1109
0,33;"D";4,45;4,44;2,81;1109
0,51;"D";4,95;4,89;3,27;1109
0,53;"F";5,17;5,18;3,27;1110
0,48;"F";5,06;5;3,05;1110
0,4;"E";4,74;4,71;2,86;1110
0,4;"F";4,71;4,74;2,97;1111
0,4;"F";4,71;4,75;2,93;1111
0,4;"F";4,65;4,69;2,91;1111
0,52;"F";5,12;5,16;3,17;1111
0,4;"D";4,68;4,72;2,95;1111
0,54;"E";5,2;5,23;3,27;1111
0,52;"E";5,17;5,21;3,15;1112
0,52;"F";5,18;5,15;3,2;1112
0,54;"E";5,18;5,12;3,29;1112
0,38;"E";4,72;4,69;2,83;1112
0,3;"D";4,35;4,3;2,69;1112
0,38;"E";4,68;4,66;2,88;1112
0,38;"E";4,74;4,65;2,84;1112
0,38;"E";4,7;4,66;2,83;1112
0,38;"E";4,72;4,67;2,83;1112
0,38;"E";4,77;4,73;2,81;1112
0,38;"E";4,67;4,63;2,89;1112
0,38;"E";4,64;4,61;2,86;1112
0,38;"E";4,67;4,63;2,89;1112
0,46;"F";4,88;4,9;3,15;1113
0,3;"F";4,32;4,31;2,68;1114
0,3;"F";4,31;4,28;2,68;1114
0,3;"F";4,28;4,24;2,64;1114
0,33;"E";4,49;4,47;2,7;1114
0,33;"F";4,47;4,44;2,74;1114
0,3;"F";4,29;4,26;2,64;1114
0,36;"D";4,59;4,56;2,82;1114
0,33;"E";4,44;4,41;2,73;1114
0,33;"E";4,47;4,45;2,73;1114
0,3;"F";4,33;4,3;2,67;1114
0,5;"E";5,18;5,09;3,07;1114
0,54;"F";5,24;5,18;3,2;1114
0,5;"E";5,04;4,94;3,25;1114
0,32;"D";4,48;4,45;2,72;1114
0,41;"F";4,78;4,79;2,96;1115
0,41;"F";4,79;4,82;2,89;1115
0,41;"F";4,79;4,83;2,9;1115
0,41;"F";4,74;4,79;2,95;1115
0,41;"F";4,83;4,85;2,91;1115
0,41;"F";4,8;4,84;2,91;1115
0,41;"F";4,73;4,8;2,94;1115
0,41;"F";4,77;4,83;2,93;1115
0,41;"F";4,78;4,82;2,93;1115
0,41;"F";4,73;4,76;2,97;1115
0,41;"F";4,79;4,82;2,93;1115
0,41;"F";4,7;4,74;2,97;1115
0,41;"F";4,81;4,86;2,93;1115
0,41;"F";4,76;4,81;2,94;1115
0,41;"F";4,79;4,83;2,89;1115
0,41;"F";4,78;4,8;2,93;1115
0,41;"F";4,73;4,77;2,96;1115
0,41;"F";4,72;4,75;2,96;1115
0,41;"F";4,78;4,81;2,96;1115
0,41;"F";4,79;4,84;2,92;1115
0,41;"F";4,7;4,76;2,95;1115
0,41;"E";4,85;4,89;2,94;1115
0,41;"E";4,76;4,79;2,97;1116
0,4;"F";4,65;4,68;2,97;1116
0,49;"F";4,99;5,02;3,13;1116
0,38;"F";4,68;4,72;2,88;1116
0,35;"E";4,53;4,51;2,81;1116
0,35;"E";4,58;4,51;2,82;1116
0,35;"E";4,57;4,53;2,76;1116
0,35;"E";4,58;4,55;2,77;1116
0,35;"E";4,56;4,52;2,77;1116
0,46;"E";5,02;4,96;3,06;1116
0,31;"E";4,31;4,28;2,67;1116
0,39;"F";4,77;4,82;2,79;1117
0,38;"F";4,69;4,72;2,87;1117
0,38;"D";4,67;4,63;2,95;1117
0,38;"D";4,74;4,71;2,78;1117
0,38;"F";4,73;4,71;2,84;1117
0,38;"D";4,63;4,6;2,84;1117
0,38;"D";4,77;4,72;2,79;1117
0,38;"D";4,77;4,74;2,79;1117
0,5;"F";5,17;5,19;3,14;1118
0,38;"E";4,65;4,62;2,81;1119
0,36;"D";4,66;4,69;2,76;1119
0,52;"E";5,12;5,15;3,27;1120
0,52;"E";5,15;5,18;3,19;1120
0,52;"E";5,12;5,15;3,23;1120
0,38;"F";4,68;4,71;2,88;1120
0,3;"E";4,31;4,33;2,63;1120
0,52;"F";5,17;5,2;3,19;1121
0,52;"F";5,18;5,2;3,18;1121
0,39;"E";4,71;4,68;2,86;1121
0,41;"F";4,76;4,78;2,93;1122
0,5;"F";5,13;5,2;3,1;1122
0,31;"F";4,34;4,3;2,69;1122
0,31;"F";4,39;4,36;2,66;1122
0,31;"F";4,37;4,33;2,68;1122
0,41;"D";4,78;4,73;2,94;1122
0,31;"F";4,34;4,31;2,69;1122
0,39;"E";4,79;4,78;2,88;1123
0,5;"D";5,2;5,23;3,07;1123
0,4;"D";4,77;4,82;2,87;1123
0,4;"D";4,7;4,73;2,93;1123
0,4;"D";4,67;4,71;2,95;1123
0,4;"D";4,78;4,81;2,92;1123
0,4;"D";4,66;4,72;2,93;1123
0,4;"D";4,79;4,81;2,84;1123
0,39;"D";4,69;4,64;2,88;1123
0,39;"F";4,71;4,74;2,94;1124
0,39;"F";4,67;4,7;2,92;1124
0,39;"F";4,69;4,73;2,91;1124
0,39;"F";4,69;4,71;2,9;1124
0,39;"F";4,69;4,71;2,92;1124
0,37;"E";4,66;4,61;2,8;1124
0,37;"E";4,67;4,64;2,85;1124
0,37;"D";4,63;4,59;2,84;1124
0,37;"D";4,64;4,6;2,83;1124
0,37;"D";4,7;4,65;2,85;1124
0,37;"D";4,63;4,59;2,81;1124
0,5;"F";5,02;4,99;3,19;1125
0,5;"F";4,99;4,93;3,12;1125
0,5;"F";5,15;5,12;3,06;1125
0,3;"E";4,36;4,34;2,67;1125
0,4;"E";4,76;4,72;2,85;1125
0,33;"D";4,4;4,43;2,74;492
0,33;"D";4,47;4,5;2,74;492
0,33;"D";4,41;4,43;2,78;492
0,33;"D";4,43;4,46;2,7;492
0,33;"D";4,45;4,46;2,76;492
0,37;"E";4,61;4,65;2,85;493
0,23;"F";3,93;3,96;2,43;493
0,23;"F";3,94;3,96;2,44;493
0,35;"F";4,56;4,57;2,79;494
0,3;"E";4,39;4,36;2,64;495
0,29;"E";4,2;4,24;2,62;496
0,4;"E";4,78;4,73;2,93;1125
0,4;"E";4,77;4,74;2,91;1125
0,4;"E";4,77;4,74;2,94;1125
0,4;"E";4,77;4,74;2,95;1125
0,4;"E";4,81;4,76;2,89;1125
0,4;"E";4,82;4,8;2,9;1125
0,4;"E";4,67;4,63;2,92;1125
0,4;"E";4,72;4,67;2,94;1125
0,4;"E";4,72;4,69;2,94;1125
0,4;"E";4,73;4,71;2,94;1125
0,4;"E";4,75;4,71;2,95;1125
0,4;"E";4,74;4,72;2,86;1125
0,4;"E";4,76;4,72;2,9;1125
0,4;"E";4,76;4,72;2,93;1125
0,4;"E";4,76;4,72;2,95;1125
0,4;"E";4,76;4,73;2,93;1125
0,5;"F";5,22;5,16;3,11;1125
0,4;"D";4,8;4,76;2,89;1125
0,36;"D";4,57;4,61;2,8;1126
0,39;"E";4,77;4,74;2,83;1126
0,53;"E";5,11;5,14;3,23;1127
0,5;"E";5,06;5,1;3,12;1128
0,4;"F";4,72;4,75;2,92;1128
0,4;"F";4,73;4,77;2,92;1128
0,4;"D";4,7;4,72;2,92;1128
0,51;"E";5,13;5,15;3,15;1128
0,45;"E";4,9;4,94;3,04;1129
0,39;"E";4,68;4,74;2,88;1129
0,33;"D";4,4;4,43;2,73;1129
0,33;"E";4,41;4,45;2,74;1129
0,33;"E";4,46;4,49;2,72;1129
0,39;"F";4,7;4,73;2,9;1129
0,43;"F";4,85;4,78;3,01;1129
0,43;"F";4,89;4,84;2,97;1129
0,43;"F";4,93;4,89;2,94;1129
0,43;"F";4,83;4,75;2,98;1129
0,43;"D";4,88;4,84;2,95;1129
0,43;"D";4,91;4,88;2,97;1129
0,43;"D";4,92;4,88;2,95;1129
0,43;"D";4,83;4,81;2,98;1129
0,43;"D";4,86;4,81;3;1129
0,3;"D";4,27;4,29;2,66;1130
0,51;"E";5,08;5,12;3,23;1130
0,34;"D";4,46;4,48;2,76;1130
0,33;"E";4,43;4,48;2,73;1130
0,33;"E";4,44;4,46;2,74;1130
0,41;"E";4,86;4,78;2,89;1130
0,42;"F";4,83;4,84;2,98;1131
0,43;"E";4,78;4,82;2,99;1131
0,39;"F";4,73;4,77;2,89;1131
0,36;"E";4,6;4,62;2,81;1131
0,36;"D";4,58;4,6;2,83;1131
0,3;"F";4,35;4,38;2,65;1131
0,38;"F";4,66;4,63;2,89;1131
0,53;"F";5,11;5,17;3,21;1132
0,42;"D";4,81;4,84;2,99;1132
0,42;"D";4,8;4,82;2,97;1132
0,42;"D";4,82;4,86;2,99;1132
0,42;"D";4,9;4,96;2,94;1132
0,53;"F";5,19;5,23;3,15;1132
0,4;"D";4,78;4,82;2,92;1133
0,34;"D";4,46;4,48;2,76;1133
0,38;"E";4,63;4,65;2,89;1133
0,34;"D";4,49;4,52;2,78;1133
0,34;"D";4,47;4,5;2,76;1133
0,34;"D";4,45;4,49;2,79;1133
0,31;"E";4,37;4,35;2,7;1133
0,31;"E";4,39;4,36;2,67;1133
0,41;"E";4,75;4,72;2,99;1133
0,57;"F";5,2;5,1;3,39;1133
0,55;"E";5,37;5,31;3,12;1134
0,7;"F";5,58;5,53;3,61;1134
0,5;"E";4,99;4,91;3,23;1134
0,7;"F";5,64;5,45;3,54;1134
0,43;"E";4,9;4,87;2,97;1135
0,4;"D";4,74;4,8;2,87;1135
0,5;"E";4,9;4,99;3,24;1136
0,36;"F";4,57;4,62;2,86;1137
0,55;"E";5,21;5,24;3,31;1138
0,36;"F";4,58;4,62;2,82;1138
0,52;"D";5,17;5,21;3,21;1138
0,4;"E";4,72;4,69;3;1138
0,51;"F";5,18;5,21;3,17;1139
0,46;"F";4,93;4,79;3,06;1139
0,36;"E";4,6;4,62;2,83;1140
0,31;"F";4,41;4,39;2,67;1140
0,31;"F";4,44;4,41;2,68;1140
0,32;"E";4,43;4,45;2,73;1140
0,53;"E";5,34;5,39;3,11;1140
0,38;"D";4,67;4,64;2,91;1140
0,32;"D";4,41;4,39;2,72;1140
0,32;"D";4,45;4,43;2,73;1140
0,32;"D";4,41;4,39;2,72;1140
0,32;"D";4,42;4,39;2,7;1140
0,32;"D";4,39;4,36;2,71;1140
0,38;"D";4,66;4,63;2,89;1140
0,32;"D";4,44;4,41;2,73;1140
0,38;"D";4,68;4,64;2,89;1140
0,38;"D";4,66;4,62;2,87;1140
0,38;"D";4,63;4,6;2,88;1140
0,64;"F";5,75;5,69;3,28;1140
0,38;"D";4,68;4,63;2,85;1140
0,53;"E";5,21;5,24;3,16;1141
0,53;"E";5,16;5,18;3,28;1141
0,53;"E";5,16;5,19;3,27;1141
0,33;"F";4,44;4,46;2,75;1141
0,5;"D";5,23;5,27;3;1141
0,5;"E";4,96;4,91;3,22;1141
0,4;"E";4,68;4,72;3;1142
0,42;"F";4,79;4,81;2,98;1142
0,42;"F";4,83;4,86;2,89;1142
0,42;"F";4,82;4,84;2,95;1142
0,42;"F";4,82;4,85;2,93;1142
0,42;"F";4,78;4,82;2,96;1142
0,42;"F";4,8;4,82;2,95;1142
0,42;"F";4,83;4,86;2,92;1142
0,42;"F";4,83;4,85;2,98;1142
0,42;"F";4,78;4,81;2,96;1142
0,42;"F";4,79;4,82;2,99;1142
0,53;"F";5,23;5,24;3,23;1142
0,37;"D";4,65;4,63;2,85;1142
0,41;"F";4,7;4,74;2,99;1143
0,41;"E";4,82;4,89;2,97;1144
0,45;"F";5;5,05;2,95;1144
0,45;"F";5,05;5,09;2,91;1144
0,55;"E";5,34;5,39;3,2;1145
0,4;"F";4,68;4,7;2,97;1145
0,5;"F";5,18;5,21;3,01;1145
0,4;"E";4,74;4,77;2,93;1145
0,37;"D";4,65;4,61;2,85;1145
0,37;"D";4,64;4,61;2,82;1145
0,52;"E";5,2;5,24;3,19;1146
0,51;"D";5,02;5,05;3,23;1146
0,51;"F";5,16;5,19;3,17;1146
0,52;"E";5,14;5,18;3,19;1146
0,5;"F";5,08;5,12;3,18;1147
0,5;"E";5,03;4,9;3,18;1147
0,43;"F";4,85;4,88;2,99;1148
0,39;"F";4,68;4,71;2,89;1148
0,34;"F";4,53;4,5;2,74;1148
0,35;"E";4,64;4,62;2,73;1148
0,45;"D";4,81;4,73;3,04;1149
0,41;"F";4,82;4,87;2,87;1150
0,4;"E";4,78;4,75;2,92;1150
0,41;"D";4,8;4,83;2,95;1151
0,41;"F";4,76;4,79;2,97;1151
0,41;"D";4,73;4,75;2,98;1151
0,41;"D";4,78;4,82;2,93;1151
0,41;"D";4,75;4,8;2,95;1151
0,41;"D";4,73;4,76;2,98;1151
0,41;"D";4,77;4,8;2,97;1151
0,4;"D";4,8;4,75;2,93;1152
0,4;"D";4,9;4,88;2,85;1152
0,48;"E";5,07;5,03;3,05;1152
0,41;"E";4,83;4,79;2,92;1153
0,41;"E";4,85;4,79;2,88;1153
0,41;"E";4,83;4,8;2,89;1153
0,41;"E";4,84;4,81;2,9;1153
0,41;"E";4,88;4,83;2,91;1153
0,41;"E";4,82;4,79;2,95;1153
0,41;"E";4,8;4,77;2,9;1153
0,41;"E";4,8;4,77;2,96;1153
0,29;"F";4,31;4,37;2,63;496
0,3;"F";4,3;4,22;2,69;496
0,38;"F";4,61;4,64;2,89;497
0,32;"F";4,4;4,43;2,68;497
0,23;"F";3,99;4,05;2,48;498
0,23;"E";3,92;3,95;2,48;498
0,23;"E";3,96;4,01;2,42;498
0,23;"F";3,96;3,99;2,42;498
0,23;"F";3,93;3,97;2,43;498
0,23;"F";3,94;3,97;2,45;498
0,27;"F";4,1;4,14;2,54;498
0,25;"E";4,03;4,05;2,48;498
0,23;"E";4,1;4,11;2,31;498
0,24;"D";4,03;4,09;2,44;499
0,26;"F";4,09;4,12;2,53;499
0,26;"F";4,11;4,14;2,55;499
0,26;"F";4,14;4,16;2,51;499
0,41;"E";4,8;4,77;2,97;1153
0,41;"E";4,82;4,76;2,91;1153
0,41;"E";4,79;4,76;2,96;1153
0,41;"E";4,8;4,76;2,95;1153
0,41;"E";4,8;4,76;2,96;1153
0,41;"E";4,79;4,76;2,91;1153
0,41;"E";4,79;4,76;2,95;1153
0,41;"E";4,78;4,76;2,92;1153
0,41;"E";4,78;4,74;2,96;1153
0,41;"E";4,78;4,75;2,94;1153
0,41;"E";4,78;4,75;2,96;1153
0,41;"E";4,78;4,75;2,96;1153
0,41;"E";4,8;4,75;2,95;1153
0,41;"E";4,77;4,74;2,95;1153
0,41;"E";4,77;4,74;2,96;1153
0,41;"E";4,78;4,74;2,95;1153
0,41;"E";4,76;4,74;2,96;1153
0,41;"E";4,77;4,74;2,95;1153
0,41;"E";4,72;4,7;2,96;1153
0,41;"E";4,75;4,73;2,93;1153
0,41;"E";4,76;4,72;2,97;1153
0,41;"E";4,76;4,72;2,97;1153
0,41;"E";4,82;4,78;2,9;1153
0,42;"F";4,75;4,81;3,01;1154
0,54;"F";5,22;5,26;3,2;1154
0,5;"E";5,03;5,07;3,15;1154
0,54;"F";5,25;5,28;3,14;1154
0,5;"E";5,04;5,07;3,16;1154
0,5;"E";5,08;5,13;3,13;1154
0,5;"E";5,09;5,14;3,14;1154
0,5;"E";5,09;5,11;3,13;1154
0,5;"E";5,06;5,12;3,14;1154
0,5;"E";5,16;5,19;3,08;1154
0,38;"E";4,67;4,7;2,88;1154
0,38;"E";4,64;4,67;2,9;1154
0,41;"E";4,84;4,8;2,93;1154
0,31;"F";4,38;4,44;2,65;1155
0,44;"F";4,88;4,84;3,01;1155
0,44;"F";4,88;4,83;2,97;1155
0,44;"E";4,92;4,9;3,02;1155
0,5;"E";5,17;5,09;3,15;1155
0,5;"E";5,16;5,08;3,19;1155
0,5;"E";5,03;4,97;3,2;1155
0,5;"E";5,03;4,97;3,21;1155
0,5;"E";5,06;5,01;3,14;1155
0,44;"D";4,95;4,91;2,98;1155
0,5;"E";5,04;4,99;3,21;1155
0,5;"E";5,09;5,01;3,2;1155
0,5;"E";5,09;5,01;3,1;1155
0,5;"E";5,07;5,01;3,21;1155
0,53;"E";5,19;5,1;3,27;1156
0,46;"E";5,02;4,99;3,07;1156
0,5;"F";5,07;5,04;3,09;1156
0,58;"D";5,25;5,22;3,41;1156
0,38;"E";4,71;4,73;2,82;1157
0,5;"D";5;5,03;3,18;1157
0,5;"D";5,01;5,05;3,18;1157
0,41;"F";4,77;4,79;2,98;1157
0,46;"F";5,11;5,05;2,87;1157
0,4;"E";4,74;4,79;2,93;1158
0,4;"E";4,74;4,77;2,94;1158
0,4;"E";4,71;4,78;2,95;1158
0,4;"E";4,73;4,77;2,93;1158
0,4;"E";4,74;4,76;2,93;1158
0,4;"E";4,74;4,76;2,95;1158
0,44;"E";4,88;4,91;2,97;1158
0,4;"E";4,7;4,73;2,93;1158
0,4;"E";4,74;4,78;2,94;1158
0,52;"D";5,17;5,22;3,17;1158
0,7;"F";5,64;5,5;3,67;1158
0,73;"F";5,62;5,54;3,74;1158
0,43;"D";4,95;4,97;2,95;1159
0,38;"D";4,68;4,72;2,88;1159
0,41;"D";4,79;4,81;3;1160
0,41;"E";4,7;4,73;2,99;1160
0,53;"E";5,3;5,36;3,11;1160
0,38;"F";4,71;4,69;2,87;1160
0,38;"F";4,73;4,69;2,87;1160
0,38;"E";4,64;4,66;2,9;1160
0,41;"F";4,75;4,79;2,97;1161
0,35;"D";4,61;4,63;2,77;1162
0,37;"E";4,62;4,63;2,85;1162
0,35;"D";4,58;4,6;2,79;1162
0,54;"F";5,27;5,28;3,23;1162
0,34;"E";4,47;4,5;2,78;1163
0,34;"E";4,49;4,51;2,79;1163
0,34;"E";4,46;4,48;2,76;1163
0,54;"E";5,18;5,22;3,23;1163
0,54;"E";5,14;5,18;3,27;1163
0,54;"E";5,17;5,18;3,3;1163
0,54;"E";5,19;5,24;3,23;1163
0,4;"F";4,76;4,74;2,93;1163
0,4;"F";4,74;4,72;2,92;1163
0,4;"F";4,74;4,72;2,95;1163
0,4;"F";4,76;4,72;2,88;1163
0,4;"F";4,73;4,71;2,87;1163
0,4;"F";4,7;4,65;2,91;1163
0,4;"F";4,73;4,66;2,95;1163
0,4;"F";4,73;4,69;2,94;1163
0,4;"F";4,73;4,69;2,96;1163
0,4;"F";4,75;4,7;2,87;1163
0,4;"E";4,64;4,66;2,95;1164
0,42;"F";4,75;4,8;2,92;1164
0,37;"F";4,96;4,91;2,58;1166
0,4;"E";4,7;4,73;2,94;1166
0,41;"E";4,75;4,7;3,02;1166
0,46;"D";4,81;4,71;3,21;1166
0,72;"F";5,72;5,62;3,6;1166
0,39;"D";4,63;4,61;2,91;1167
0,42;"E";4,79;4,82;2,98;1167
0,42;"E";4,9;4,92;2,94;1167
0,53;"E";5,15;5,18;3,26;1167
0,5;"D";5,09;5,14;3,16;1167
0,35;"D";4,53;4,55;2,76;1167
0,35;"D";4,52;4,55;2,79;1167
0,31;"D";4,39;4,42;2,65;1167
0,43;"F";4,85;4,87;2,98;1167
0,4;"D";4,7;4,72;2,95;1168
0,61;"E";5,37;5,43;3,42;1168
0,4;"F";4,77;4,81;2,94;1168
0,4;"F";4,72;4,76;2,93;1168
0,4;"F";4,75;4,78;2,97;1168
0,4;"F";4,75;4,78;2,95;1168
0,4;"F";4,77;4,79;2,95;1168
0,31;"F";4,37;4,42;2,7;1168
0,31;"F";4,38;4,41;2,68;1168
0,31;"F";4,35;4,38;2,67;1168
0,31;"F";4,4;4,43;2,71;1168
0,46;"F";5,02;5,06;3,01;1168
0,46;"F";4,84;5;3,04;1168
0,41;"F";4,71;4,74;3,01;1169
0,5;"D";5,05;5,09;3,22;1169
0,43;"F";4,83;4,85;3,01;1169
0,43;"F";4,82;4,86;2,98;1169
0,43;"F";4,82;4,87;3;1169
0,43;"F";4,82;4,84;2,99;1169
0,43;"F";4,83;4,85;2,99;1169
0,51;"F";5,17;5,21;3,14;1169
0,41;"E";4,76;4,81;2,89;1169
0,63;"E";5,64;5,6;3,31;1169
0,51;"E";5,13;5,06;3,24;1170
0,52;"F";5,11;5,16;3,16;1170
0,39;"D";4,71;4,69;2,91;1170
0,32;"E";4,41;4,38;2,75;1170
0,38;"D";4,68;4,64;2,91;1170
0,32;"E";4,42;4,4;2,73;1170
0,32;"E";4,39;4,38;2,7;1170
0,39;"D";4,71;4,67;2,91;1170
0,51;"E";5,14;5,12;3,23;1170
0,39;"D";4,77;4,71;2,86;1170
0,48;"F";5,05;5;3,07;1170
0,32;"D";4,39;4,43;2,73;1171
0,56;"E";5,21;5,24;3,32;1172
0,4;"D";4,72;4,74;2,92;1172
0,41;"F";4,83;4,87;2,84;1172
0,5;"F";5,14;5,09;3,14;1172
0,52;"E";5,07;5,1;3,19;1173
0,58;"F";5,34;5,26;3,34;1173
0,46;"E";4,95;4,91;3,03;1173
0,46;"E";5,1;5,05;2,97;1173
0,38;"D";4,6;4,69;2,88;1173
0,54;"F";5,24;5,29;3,21;1173
0,49;"D";5,14;5,2;3,03;1174
0,53;"E";5,13;5,16;3,24;1174
0,34;"D";4,48;4,52;2,76;1174
0,34;"F";4,5;4,53;2,78;1174
0,34;"F";4,5;4,53;2,76;1174
0,33;"E";4,48;4,51;2,75;1174
0,52;"E";5,13;5,16;3,21;1175
0,55;"F";5,22;5,26;3,27;1175
0,55;"F";5,22;5,27;3,27;1175
0,55;"F";5,23;5,29;3,22;1175
0,55;"F";5,28;5,31;3,21;1175
0,5;"D";5,05;5,07;3,13;1175
0,42;"E";4,81;4,83;2,98;1176
0,52;"F";5,18;5,21;3,19;1176
0,38;"E";4,72;4,67;2,89;1176
0,33;"D";4,52;4,47;2,74;1176
0,38;"E";4,65;4,58;2,87;1176
0,38;"E";4,65;4,63;2,87;1176
0,38;"E";4,66;4,63;2,86;1176
0,57;"F";5,34;5,31;3,29;1176
0,57;"F";5,38;5,29;3,28;1176
0,42;"F";4,77;4,74;2,98;1176
0,56;"F";5,38;5,21;3,26;1176
0,5;"E";4,98;4,9;3,21;1176
0,38;"E";4,62;4,61;2,86;1176
0,51;"E";5,08;5,11;3,15;1177
0,51;"E";5,09;5,12;3,2;1177
0,42;"E";4,84;4,86;2,94;1177
0,41;"D";4,87;4,84;2,9;1177
0,41;"D";4,8;4,76;2,95;1177
0,5;"D";5,21;5,19;3,04;1178
0,42;"D";4,78;4,82;2,98;1179
0,39;"E";4,76;4,78;2,88;1179
0,29;"E";4,28;4,33;2,6;499
0,3;"E";4,31;4,33;2,63;499
0,3;"F";4,28;4,31;2,68;499
0,3;"F";4,31;4,34;2,69;499
0,3;"F";4,29;4,32;2,67;499
0,3;"E";4,27;4,29;2,66;499
0,3;"E";4,3;4,34;2,64;499
0,3;"E";4,27;4,29;2,67;499
0,3;"E";4,32;4,35;2,67;499
0,3;"E";4,29;4,32;2,68;499
0,3;"E";4,29;4,31;2,68;499
0,3;"E";4,29;4,3;2,65;499
0,3;"E";4,31;4,36;2,69;499
0,3;"E";4,29;4,33;2,68;499
0,24;"E";3,95;3,98;2,53;499
0,26;"F";4,04;4,07;2,56;499
0,23;"E";3,94;3,99;2,41;499
0,23;"D";3,99;4,03;2,39;499
0,31;"F";4,34;4,39;2,71;500
0,31;"F";4,31;4,36;2,72;500
0,3;"F";4,28;4,33;2,74;500
0,3;"F";4,24;4,27;2,7;500
0,3;"F";4,19;4,22;2,67;500
0,3;"F";4,21;4,26;2,69;500
0,42;"D";4,79;4,85;2,93;1179
0,42;"D";4,81;4,84;2,95;1179
0,42;"D";4,79;4,84;2,96;1179
0,42;"D";4,84;4,87;2,95;1179
0,45;"F";4,85;4,81;3;1179
0,37;"E";4,64;4,59;2,84;1179
0,49;"F";5,2;5,15;3,04;1179
0,51;"E";5,19;5,2;3,04;1180
0,51;"D";5,04;5,1;3,24;1180
0,51;"D";5,07;5,09;3,24;1180
0,41;"F";4,8;4,83;2,96;1180
0,41;"F";4,76;4,79;2,94;1180
0,4;"E";4,8;4,83;2,85;1180
0,41;"D";4,78;4,75;2,95;1181
0,41;"D";4,81;4,78;2,93;1181
0,41;"D";4,75;4,72;2,96;1181
0,41;"D";4,8;4,78;2,98;1181
0,5;"F";4,99;4,94;3,21;1181
0,5;"E";5,09;5,05;3,2;1181
0,5;"E";5,09;5,05;3,21;1181
0,5;"E";5,08;5,05;3,18;1181
0,5;"E";5,08;5,03;3,22;1181
0,5;"E";5,09;5,03;3,11;1181
0,5;"E";5,09;5,04;3,19;1181
0,42;"E";4,88;4,86;2,9;1181
0,42;"E";4,84;4,8;2,97;1181
0,42;"E";4,85;4,81;3;1181
0,42;"E";4,79;4,76;2,97;1181
0,5;"E";5,21;5,16;3,08;1181
0,5;"E";5,07;5,03;3,12;1181
0,49;"F";5,09;5,22;3,06;1182
0,39;"F";4,78;4,84;2,88;1183
0,39;"E";4,67;4,7;2,91;1183
0,39;"E";4,72;4,76;2,88;1183
0,55;"F";5,26;5,28;3,25;1183
0,55;"F";5,27;5,29;3,24;1183
0,4;"E";4,8;4,84;2,88;1184
0,41;"E";4,76;4,78;2,92;1184
0,55;"E";5,2;5,24;3,23;1185
0,42;"D";4,73;4,76;2,98;1185
0,42;"D";4,79;4,83;2,97;1185
0,5;"E";5,09;5,13;3,12;1185
0,41;"F";4,75;4,78;2,99;1186
0,51;"F";5,01;5,06;3,22;1186
0,41;"E";4,79;4,81;2,95;1186
0,4;"F";4,71;4,74;2,94;1186
0,44;"F";4,84;4,92;3,03;1187
0,41;"E";4,76;4,79;2,97;1187
0,41;"E";4,79;4,83;2,96;1187
0,41;"E";4,8;4,85;2,95;1187
0,41;"E";4,79;4,82;2,93;1187
0,41;"E";4,81;4,82;2,93;1187
0,41;"E";4,81;4,85;2,9;1187
